user_location_type,user_latitude,user_longitude,user_id,user_location_id
,1.6823915384615755,-78.7897371818186,29131.0,9
,1.6791365450962032,0.7668233053886399,29131.0,5
,-0.4986483973653315,0.6612414365454651,29131.0,0
Home,0.1008532520270913,0.4381654655391503,31314.0,9
,2.523125243914389,0.7334637242284848,,9
,12.66341321723571,-1.429919200187407,23558.0,9
,-0.2032798076923212,-78.56688511363677,4243.0,9
,-0.2043711434422961,0.4355927487568151,4243.0,5
Home,2.5756051968780787,0.7082701813272576,32096.0,9
Work,0.1000169880961674,0.0043574215499831,23709.0,9
,0.875032932008317,0.5365400531075206,14382.0,9
,-0.8204825849423131,-0.1215030811704574,31739.0,9
,-0.2328497155092143,0.8312066210941839,10483.0,9
,-0.2096115384615531,0.2725356818181831,29421.0,9
Home,-0.5755555773730608,0.2365548488417778,29421.0,5
Home,-0.2453959615384477,-78.5619077500004,12958.0,9
,-0.2485850000192577,0.8255716590909121,12958.0,5
Home,1.7764091758879548,0.7249986956305003,12958.0,0
,0.2949077822307549,0.3734099295999972,4614.0,9
Work,0.2717559615384595,-78.62302570454587,20709.0,9
,0.7288572179808029,0.5216224720386294,20709.0,5
Other,-0.5020729209203852,0.1092373353062443,13247.0,9
Work,-1.2560592005769382,-0.0903996344318263,13491.0,9
,-1.744332069626786,-0.3498256335204193,9795.0,9
Home,0.0753711538461493,0.0005681818181845,1935.0,9
,-0.9431496153846544,-78.47944595454587,21809.0,9
,0.04350696934616,-0.0085013919045484,21809.0,5
Other,-0.3069103846153568,-78.55463786363677,434.0,9
,-0.3030295619615582,0.6885944994204449,434.0,5
Other,-0.2572492152307305,0.5351635424340915,434.0,0
Other,-0.4066493339233604,0.6331922816876427,434.0,23
Other,-0.9367480769230778,-78.48020250000042,27420.0,9
Home,-0.8967209075053987,0.1460546160286092,27420.0,5
,-0.1967892307692178,-78.56765218181859,33799.0,9
,-0.1968149700337495,0.535835211249914,33799.0,5
,13.61905964812695,-1.4276248446919817,31295.0,9
Other,0.6504173076923268,-78.6677765909095,5461.0,9
Other,-0.8387526923076987,-78.49178377272767,5352.0,9
Home,-1.094440099595763,0.1012502956119417,31818.0,9
Other,0.127834615384588,0.5435047727272645,33100.0,9
Work,-0.0313796153846261,-78.5872005909095,5467.0,9
,-1.866021153846185,-0.0039831818182052,5467.0,5
,-0.0324478658845817,0.6199950927772784,5467.0,0
,-0.0595175000000294,-78.58387520454585,23963.0,9
,-0.0580521919230342,-0.0084628085659071,23963.0,5
,-0.0353971103846173,0.0207624229500038,23963.0,0
Home,-0.0936483689231509,-0.0076780604159216,13126.0,9
Home,0.046054615384633,-78.59635190909133,3751.0,9
,-0.1240561538461339,-78.57624790909134,3751.0,5
,-0.8620942307692151,-78.48902522727313,3751.0,0
Other,-0.1210958780000053,-0.0057338398750126,3751.0,23
Work,-0.605526730769212,-78.5193468409095,24444.0,9
Home,-0.4314233291346067,0.7786938861250007,24444.0,5
Work,-0.6036378990498038,0.7372990509976456,24444.0,0
Home,-1.4348796153846304,-78.42133240909132,16474.0,9
,-1.4378352613077157,-0.029248724479542,16474.0,5
Home,-1.1798715384615186,-78.45146972727314,14693.0,9
,0.1602836538461455,-78.60985170454586,19273.0,9
Home,0.1576418784230439,0.5187822324590864,19273.0,5
Home,0.0304140384615247,-78.59450347727314,31944.0,9
,-0.5267711538461606,-78.52865431818222,31944.0,5
Home,0.0304724579230665,0.0002307974999963,31944.0,0
,-0.586738807500713,0.1408153551762297,3833.0,9
Home,-0.6570807692307719,-78.5132540909095,33459.0,9
,-0.656528844673091,0.867647499568189,33459.0,5
,-1.9269034222307408,0.0039302877340865,14659.0,9
Home,-1.2284615384615,-0.1164972727272719,14659.0,5
,0.0008711538461543,0.4873872727272683,14659.0,0
,-1.1542201923076751,-78.4545012500004,31493.0,9
,-0.126855769230576,0.6028402954545018,13418.0,9
,-0.4446165539598475,0.0894325741312525,8207.0,9
Home,-0.1207321153846253,-78.57664075000042,27352.0,9
Home,-1.2699784529450169,0.088583217449506,27352.0,5
Home,-0.6844311325371556,0.739482203315383,2057.0,9
,-0.4010257448461486,0.0418888994863634,11111.0,9
,0.253613461538432,-78.6208815909095,9404.0,9
,0.0358073421730539,0.6292964795772866,7731.0,9
Other,-0.7789266365614509,0.2319249280474537,23741.0,9
Work,0.0662655676154222,-0.0095839587818376,31519.0,9
,0.6118953901850461,0.5416088185527259,32414.0,9
,12.622399283234826,-1.4541589021682853,21630.0,9
,0.1575984322495474,0.4523125941102978,18521.0,9
Home,0.5948980769230726,-78.66121522727313,30452.0,9
